# NAME: be1000.5
# COMMENT: Beasley instances from ORLIB. Converted to a MAX-CUT problem.
1001 50492
1 5 79
1 10 -82
1 12 29
1 18 -96
1 41 85
1 47 77
1 51 86
1 109 -84
1 119 17
1 121 89
1 134 -14
1 135 7
1 144 -57
1 151 18
1 163 -15
1 179 -12
1 193 -34
1 201 -29
1 214 31
1 216 -74
1 245 85
1 246 85
1 281 -71
1 287 -18
1 299 -66
1 309 92
1 310 14
1 312 -60
1 313 9
1 324 13
1 343 33
1 344 -57
1 364 -70
1 375 -14
1 391 63
1 393 -60
1 397 -18
1 398 80
1 402 36
1 417 78
1 421 90
1 427 -41
1 435 29
1 439 1
1 441 -36
1 451 -59
1 453 -69
1 472 -33
1 492 23
1 497 86
1 520 -64
1 532 -17
1 535 -64
1 539 -54
1 572 74
1 576 -48
1 596 99
1 622 -17
1 633 7
1 645 -68
1 658 16
1 664 88
1 666 -44
1 668 31
1 672 -31
1 705 39
1 725 -12
1 729 -36
1 732 36
1 753 -81
1 757 -4
1 779 -36
1 813 79
1 817 6
1 845 8
1 846 67
1 851 77
1 861 -53
1 872 79
1 909 -25
1 912 -22
1 914 -7
1 916 -21
1 933 23
1 935 29
1 957 -76
1 968 52
1 971 22
1 973 -71
1 985 56
1 992 -25
1 993 7
2 19 -96
2 29 30
2 53 -40
2 61 -93
2 65 85
2 68 29
2 87 27
2 106 -90
2 110 58
2 121 23
2 124 -100
2 126 57
2 127 -83
2 134 -81
2 147 -21
2 150 47
2 159 30
2 160 57
2 181 40
2 200 -97
2 206 10
2 218 -9
2 236 -58
2 242 34
2 249 -62
2 258 9
2 268 72
2 278 -50
2 282 -77
2 296 45
2 297 -20
2 299 10
2 307 -56
2 317 -44
2 321 92
2 370 92
2 390 -99
2 394 29
2 396 -83
2 398 3
2 401 -97
2 418 47
2 423 -1
2 424 93
2 426 2
2 452 -89
2 456 94
2 464 -95
2 486 -41
2 496 -68
2 507 1
2 540 -65
2 545 87
2 550 -60
2 565 3
2 571 9
2 572 61
2 577 -14
2 579 4
2 580 92
2 583 -65
2 619 1
2 633 20
2 634 67
2 645 -1
2 647 30
2 657 77
2 671 20
2 688 10
2 694 62
2 708 49
2 710 -15
2 711 -77
2 712 18
2 713 -84
2 721 -61
2 724 7
2 726 26
2 750 -79
2 766 -23
2 773 67
2 775 95
2 781 22
2 787 17
2 788 -35
2 792 -71
2 799 -68
2 801 88
2 806 62
2 846 -58
2 854 -78
2 868 30
2 873 -54
2 927 -52
2 940 41
2 949 27
2 952 -72
2 957 -4
2 991 -53
3 9 -93
3 25 83
3 29 77
3 30 -60
3 31 -37
3 33 21
3 36 -3
3 37 -31
3 68 81
3 80 80
3 83 -62
3 88 -74
3 105 -72
3 106 -14
3 132 6
3 157 -14
3 158 8
3 166 -41
3 179 -26
3 209 -35
3 226 82
3 227 -35
3 232 88
3 264 -74
3 272 18
3 299 34
3 302 -14
3 317 -28
3 318 30
3 321 1
3 327 7
3 352 13
3 364 40
3 371 -60
3 384 9
3 386 40
3 389 -69
3 394 -42
3 395 61
3 405 -82
3 409 -93
3 434 39
3 435 -2
3 450 -43
