# NAME: Culberson graph. Specifications given below. Weights computed via the normal distribution.
# COMMENT: DESCRIPTION: Quasi-random coloring problem
# CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca)
# Specifications:
# Random seed: 17405
# No hidden coloring
# Probability: 0.746134
# girth/degree-limited graph, girth 7, delta 1485, max 1567
# Degree Information:
# Min:6 Avg:8.794434 Max:15 Std:1.064114
# No verification required.
# Creation Date: Mon Apr 11 21:15:07 2016
# Weight distribution parameters: mu=2.76160142657; sigma=27.0316029875; seed=15767.
# TYPE: Random Graphs
4456 19594
22 55 10.4912534131
28 62 -5.46209977057
14 70 -1.67006321462
45 82 -4.27272257025
16 83 45.2293355965
5 100 -3.601596235
63 106 -17.4999478434
12 108 -33.3826831713
3 116 7.76771455981
73 116 10.4368625356
6 117 -20.1104754715
122 125 19.52936258
37 130 -26.7817411725
47 136 3.38749087492
99 137 -19.2757045645
19 144 -27.0019107377
107 144 -21.2831355109
13 150 6.83968914108
25 150 37.211724295
97 157 -20.1458499677
125 159 -7.2711434276
127 159 15.9230730447
159 170 27.9562159197
47 172 -28.2081949484
119 173 -15.4750016347
94 174 -9.17921795097
86 177 2.21742040413
128 177 -12.2765071161
21 179 1.08840823267
31 180 19.0067182956
139 181 -26.5625648832
114 182 27.2396683123
38 184 6.06702559008
126 184 -8.80589852356
77 186 6.92195359717
130 189 -19.4666277809
100 193 -5.32584048513
130 193 18.6475556874
147 193 -20.2180089916
149 193 7.35799492546
175 193 13.3226602574
36 196 -35.5435254622
96 197 -16.3827716382
132 198 -22.1281146422
84 205 59.8179027228
44 207 23.5013002066
106 208 -12.571904208
144 208 -50.3441295026
66 211 72.5096400787
152 213 31.2371185524
186 214 10.1897516525
100 215 20.069147423
206 217 33.0018536235
6 220 -10.034466217
215 223 -31.8268247207
160 224 23.4652952523
16 225 7.91924567362
121 226 -50.2617711733
172 227 -20.8613018803
153 228 -3.82657129933
105 229 25.5583527722
119 230 1.10845147526
143 230 -52.5766937229
25 231 -2.46382070776
178 236 -23.9506294033
71 239 -34.0638572417
211 239 2.42600952107
235 240 10.9557326724
73 247 -42.4656205761
214 250 -9.88239557284
189 256 -21.6238417383
22 259 10.9191624831
233 259 -0.154378354789
73 260 24.6571816969
206 260 17.9737138017
89 263 -24.4782438594
69 265 -26.9964566622
17 267 58.2557724026
149 267 12.215236913
235 272 67.5380203456
81 275 -6.78954573212
82 276 -3.60317864283
85 276 -9.44610441004
210 276 -48.2273816893
105 278 23.398974666
29 281 18.9025247336
70 286 70.3777634641
268 288 -8.0184628444
90 291 -15.389106101
28 293 9.39765475752
250 294 21.7266832588
86 300 4.72769019208
120 302 -19.2626530793
114 306 -12.7248633219
135 306 45.5059584632
23 307 19.3821718952
32 310 3.32164962605
15 311 17.8477450584
54 315 -47.512333408
249 315 -5.49851951286
18 316 -2.59555343797
31 320 1.86680741906
32 321 -4.12423611547
79 321 -21.8845344234
282 321 -67.0066888064
119 326 21.0209665885
33 328 -49.62452316
110 329 -0.101257952209
92 330 30.0953266419
101 331 -5.49630622216
52 333 -43.3151020546
295 334 42.363811853
1 336 56.3593372601
333 339 -20.7198992802
43 343 -10.5554343415
329 343 -21.3289629676
205 344 -13.6794870244
111 345 7.5006757911
319 347 0.0946926990742
258 348 -14.0504643102
328 348 -23.4241274318
50 350 31.8220872268
98 351 1.94747893742
154 352 13.4807242978
336 356 -8.55134247273
32 358 2.9948490693
133 364 -12.8980998048
193 364 -85.9226248069
227 365 28.4649130096
59 368 14.0502262026
42 369 15.436165338
287 371 -4.214736342
289 372 9.00872487581
123 376 23.6643233993
122 377 52.0445166753
24 379 24.381546669
67 379 79.9484876518
230 379 3.96693769076
311 379 -10.6556841823
361 380 16.71597337
139 382 39.6074856407
337 382 -33.6877186391
351 382 -12.8959470721
191 383 -40.4369894996
372 383 -59.7892985803
93 385 -0.907452970671
115 386 7.50802644874
153 393 39.8084338097
128 394 -36.0136490715
271 399 -31.3639944858
196 402 -18.6568823799
334 402 32.6378807855
89 403 7.12995893425
359 405 -6.33697861536
110 406 -3.62891602915
404 406 -7.70472673211
8 408 21.685641949
12 409 -16.2963235945
101 409 8.91384713922
248 410 -27.726710796
260 410 4.34270807884
308 410 21.1523688982
353 411 75.8236489407
37 413 -38.2857548076
181 415 -4.67015743199
288 415 -2.54682807092
159 417 -16.4574545024
10 419 14.4629070721
211 419 6.5506713228
130 422 1.71619324547
21 423 -10.1758752883
323 423 37.6548609504
18 424 20.3548260354
174 428 -35.1198150252
157 429 -19.6817292627
265 429 -14.5302300632
351 429 -11.6646001296
402 431 -6.78599222409
391 432 -15.4319436187
14 433 0.936651458815
311 433 -0.653999033086
364 433 19.9496666394
307 434 23.595724547
35 436 30.1967014071
32 437 10.6963579413
280 437 26.7402886943
281 437 -18.9841591472
258 438 -4.81517034996
175 439 12.8547569823
251 439 30.1158388588
349 440 21.8469249117
82 441 -41.9267518705
222 441 16.2732021555
104 442 0.829670561904
265 443 16.1752257095
418 443 3.01476998115
270 444 44.9166976258
145 447 15.1298955644
170 447 -1.12924105975
142 448 -31.5756483156
281 448 -37.2458305736
305 448 -37.0864809328
419 448 -12.9754862458
408 452 -14.3646439721
273 453 5.77951486761
226 454 24.5929806372
242 455 -45.5951307667
339 455 -10.9183814123
198 456 21.9116280589
224 456 1.18691933566
373 457 -33.7448070322
46 459 0.180923078115
409 461 -20.9400036641
19 462 10.9574381004
402 462 44.6185607563
74 463 -8.61491896604
448 464 57.5463405532
134 465 -40.8156390096
435 465 24.2085890026
191 468 50.3672836402
374 468 18.0697383694
85 469 -11.1867465711
309 469 -3.82963551236
373 471 5.89068627875
231 472 5.60690308774
364 475 0.418358681674
463 475 27.8465114686
73 478 -29.9269822316
171 479 17.572099195
160 480 9.75223163156
471 480 3.11503979835
33 481 11.0986187111
89 481 11.0584618911
140 481 -52.317977957
85 482 -47.7069116443
139 483 -7.04466512425
327 483 53.4908038357
338 483 -7.78946064607
19 484 31.6494973095
78 486 1.26954907619
212 487 29.3290149649
470 487 75.7630954724
245 488 -15.6387490019
231 494 -34.7366522007
45 495 34.0289911537
135 495 -15.9496288155
470 495 -18.1661532671
282 496 -8.79300744765
241 497 -18.072569056
265 499 21.1960276825
497 499 -24.6210889732
90 501 -7.77736066515
168 501 42.537772174
154 505 13.5026907514
20 508 63.6178272637
355 508 -50.4382239539
369 508 35.8398841454
271 509 36.2166970796
386 510 26.8256061626
97 512 3.38035467118
340 517 16.0176847085
367 517 -7.00045370108
113 518 -5.30528425816
325 518 -24.2650498173
415 518 15.1259177866
63 519 44.6660159415
478 521 16.0525874921
63 522 24.2309626618
361 522 11.6831763069
25 524 -1.07466247076
224 524 46.6402853982
19 526 0.269330479859
171 526 32.5913474296
487 526 8.5908015877
80 527 25.256726242
348 529 -35.8470938497
150 531 -28.7111913046
349 532 -6.4113086879
70 533 -47.9482436499
157 533 -9.295613754
236 533 0.86204251912
367 533 -13.6926187172
530 533 -14.3002737165
163 534 17.6343925177
185 537 -1.10077770858
16 538 -4.28158129113
238 539 26.198245959
36 540 9.63048167025
376 540 13.8699887794
148 542 -39.9639925943
523 543 38.408308172
417 544 -1.27170982087
2 545 28.2301486575
247 545 -29.0239632269
485 547 1.15116364497
51 548 -7.19898315151
329 549 0.283476915846
207 551 3.20494955824
110 553 2.6333481902
237 553 -78.6634096576
391 553 19.8071918287
505 553 -23.7342386397
415 555 15.6593904381
238 556 11.674553411
344 556 20.4268695132
474 556 -57.3951279223
431 557 -30.2285233952
441 559 -31.2388759762
545 560 8.96703120332
175 563 -26.95669306
446 565 -1.72917686808
7 566 37.9468667784
247 566 48.6957024727
84 567 -8.10802517663
91 567 -43.157707019
534 568 44.1215594462
478 569 32.7537129728
366 573 -32.2022623801
208 574 28.2509276242
256 574 36.5800767787
242 575 25.8169956898
561 575 16.0243595422
117 576 22.5563029852
409 576 -1.93700669213
219 577 17.5629962808
276 577 -28.8380572365
574 578 20.8664987814
178 579 -35.833540421
576 580 8.43416078061
90 581 -2.30819968663
367 582 20.4335587846
518 582 10.8751450917
4 583 -10.1988886975
249 585 -14.9404489539
400 585 30.4997809556
459 586 11.2542781949
576 586 46.3822895921
75 587 22.9515231266
471 587 -26.4046734107
109 589 -16.2965938914
166 589 59.0039040189
225 589 11.7303441297
228 590 43.4978607645
78 591 -32.2642981415
228 591 -10.1666139981
199 592 22.4660449661
511 592 55.4678725281
166 594 -33.0047314707
561 594 9.18256434703
411 595 -6.22603529007
29 596 -12.4152528695
245 596 4.14241773371
589 596 20.208683143
407 598 -35.8551222823
493 598 -25.0945440762
20 599 -19.3305230484
313 599 -9.02345353999
244 601 -4.60938833891
248 601 -7.46606452098
403 601 16.249009939
560 601 34.292431314
580 601 -2.49865326195
44 603 -13.840441939
73 604 53.933325579
8 606 33.3874064562
260 607 12.8217495111
278 607 -83.7252572055
486 608 19.9811234063
373 610 33.7669636164
514 610 -32.9741863
588 610 -10.9585633884
154 611 -21.4160043708
500 611 31.1276081777
61 612 5.62269503198
258 612 93.7891273983
342 612 -25.8730644373
484 612 2.74096266377
94 613 -5.93517687871
505 614 39.6703379798
132 615 3.39378572407
150 615 9.24695539058
590 615 -23.4514139846
403 616 69.6577671056
521 617 9.47130658139
100 620 9.01411236877
337 621 -28.2335528684
252 622 34.9917571364
564 622 36.0212200211
309 623 13.9194983563
446 624 26.5574375027
611 624 5.83547902506
59 625 -1.024573792
180 625 -23.6753814047
468 625 -48.7684993098
1 626 20.0003420824
495 626 34.4308905605
56 627 22.3393242518
203 628 14.94327701
626 628 41.6145681492
18 630 -1.08769090926
62 630 36.6038529478
480 631 -35.4640642148
187 632 0.715474620884
435 634 -30.3350651382
428 637 11.9049326206
550 638 -39.5060610356
254 639 -0.388411152087
285 640 -31.4006731426
511 641 -23.1101056751
182 642 -4.36485147216
550 642 -9.88861116971
598 642 -64.1992940198
25 643 28.2672941616
27 643 8.1462377364
89 643 15.5905614212
527 643 -30.6430090496
530 643 15.7056280727
571 643 48.6183848134
20 644 19.7562928321
69 644 -26.8310254925
605 645 39.8476921933
638 645 8.55018402063
31 646 -23.0503023111
562 646 37.6378680009
438 647 26.1643652903
108 648 2.39177359983
275 648 1.71935639542
510 648 -18.4489243518
598 648 13.5124324191
439 649 66.5286893289
639 649 -27.9099367931
158 650 15.6231521351
462 650 14.6861466244
152 651 -8.15537718751
260 651 -13.6425286924
383 652 11.3623947187
172 653 20.6850069622
641 653 -0.993803766301
387 654 5.17499536461
226 655 25.3315966021
538 656 -22.5888139165
512 658 32.5433149831
106 661 23.75032144
390 661 -19.3460524951
107 662 -22.8637590807
212 662 1.94470649926
429 665 64.6075338741
587 665 -5.27954548917
269 667 11.4052675267
530 667 36.5485290618
652 667 -24.896358478
407 668 -35.9717271593
437 671 -14.4013366314
155 673 17.170245695
272 673 -29.0617295198
270 674 -7.76659548555
387 674 -48.8337102128
379 675 -0.0243006193295
198 676 2.24348984294
244 677 7.98058245557
246 677 -18.5035821668
62 678 -28.3613645225
196 678 2.40106154751
458 678 17.3140622666
56 679 7.23679946514
136 679 6.50363648118
405 679 41.3156757637
478 681 -6.9263581399
678 681 19.9585344956
205 682 -7.73957912018
306 682 12.5525529828
303 683 30.2208060227
155 686 14.4468233507
612 686 -39.1896647917
91 687 19.2027296575
151 689 38.4315172259
460 689 21.4398159554
646 689 1.42803644306
410 690 57.8711983739
525 690 -21.6738295618
639 690 19.5714705491
510 691 21.5045609888
402 692 10.0773526127
604 692 50.4812674727
286 694 -49.5706377967
235 695 15.0861715954
124 696 36.0586740832
464 696 -13.3867324769
584 696 -14.2768846286
209 697 -8.0941191244
63 699 19.4263992194
324 699 -50.4250683797
411 699 -5.34304978097
139 701 2.58948941922
230 701 -23.364631658
438 701 15.6344626849
514 701 5.16685305307
636 702 -49.3715924154
495 703 -27.6564225746
14 704 -5.42394613426
44 704 -11.9238156414
288 705 30.2508235471
569 705 -4.17378512497
664 705 30.4202047176
442 706 2.24260286717
499 706 -4.76058022612
523 706 -7.4061419053
559 706 35.6428649742
337 707 9.68482379891
55 708 -24.1719843954
243 709 30.0346499051
316 709 21.9093318907
141 710 -65.1397079458
58 712 25.2056024294
107 714 14.2994633072
176 714 -16.2981142188
334 715 22.2852077113
62 716 -5.50929825343
585 717 -20.8160303765
108 718 22.7451845846
342 719 42.0563732006
241 720 37.7498979217
703 720 41.0389368849
154 721 31.8797647712
236 721 16.9158828711
266 721 -1.93977438087
413 721 27.0348897777
349 722 -58.9081099443
193 724 9.10939585404
659 724 -44.630149482
97 725 -6.33370396334
341 725 12.8356081375
8 726 52.1879251157
128 726 22.4432341255
179 727 62.7325985073
330 727 13.5644885346
176 728 44.0272502425
721 728 -22.5298948697
197 729 -2.19455667413
29 730 -52.6436450417
288 730 -7.97124863959
396 730 20.9597262526
499 730 13.6162393392
44 731 10.0641091965
209 731 -27.8270638605
