# NAME: be50.10
# COMMENT: Beasley instances from ORLIB. Converted to a MAX-CUT problem.
51 158
1 6 6
1 30 50
1 43 89
2 5 -64
3 9 -90
3 24 -30
3 47 20
4 11 -80
4 17 78
4 19 43
5 17 35
5 50 -75
6 11 -99
6 14 6
7 11 -2
7 30 9
7 45 37
8 30 -94
8 34 -94
8 35 52
8 44 -61
9 10 12
9 18 83
9 35 -62
10 13 91
10 35 -27
10 36 23
10 38 52
11 15 93
11 34 43
12 15 59
12 17 9
12 19 -46
12 25 -40
12 30 -77
12 32 30
12 33 -72
12 38 -42
12 39 91
13 17 -45
13 39 30
13 45 76
13 47 -42
14 16 -43
14 37 -59
15 16 9
15 18 29
15 20 85
15 28 -36
15 33 69
15 48 -12
16 19 70
16 40 33
16 46 74
16 50 -21
17 27 -65
17 39 -66
17 41 -44
17 43 90
18 21 -91
19 21 -65
19 33 18
19 37 -45
19 43 35
19 49 -22
20 21 -79
20 22 83
20 24 -29
20 26 5
20 28 -97
21 26 -39
21 42 -80
21 43 -95
22 27 24
22 44 24
23 26 -72
23 41 82
24 25 26
24 45 -37
24 48 11
25 31 -37
26 49 46
26 50 -29
27 34 -32
27 37 -51
27 41 -10
27 48 -95
28 50 -26
29 33 6
30 33 80
31 47 99
32 33 48
33 34 -53
34 37 87
35 44 59
35 46 35
35 47 -65
36 46 42
37 38 78
37 47 -19
37 48 -65
39 42 -64
39 44 -76
40 47 -21
42 46 5
43 49 86
43 50 13
49 50 -87
1 51 -145
2 51 64
3 51 100
4 51 -41
5 51 104
6 51 87
7 51 -44
8 51 99
9 51 57
10 51 -151
11 51 45
12 51 88
13 51 -110
14 51 96
15 51 -296
16 51 -122
17 51 8
18 51 -21
19 51 12
20 51 32
21 51 449
22 51 -131
23 51 -10
24 51 59
25 51 51
26 51 89
27 51 229
28 51 159
29 51 -6
30 51 32
31 51 -62
32 51 -78
33 51 -144
34 51 49
35 51 8
36 51 -65
37 51 74
38 51 -88
39 51 85
40 51 -12
41 51 -28
42 51 139
43 51 -218
44 51 54
45 51 -76
46 51 -156
47 51 28
48 51 161
49 51 -23
50 51 312
