# NAME: be50.7
# COMMENT: Beasley instances from ORLIB. Converted to a MAX-CUT problem.
51 174
1 7 -63
1 21 -38
1 30 -57
1 45 34
2 12 -70
2 30 -43
2 43 70
2 47 87
2 50 -70
3 18 -5
3 22 -97
3 35 -59
4 16 61
4 18 -33
4 19 -13
4 32 -73
4 38 -53
5 10 56
5 14 -45
5 15 -71
5 21 9
5 24 69
5 27 39
5 35 -43
6 19 -42
6 30 -21
6 35 -13
7 18 94
7 23 55
7 24 -91
7 25 -6
7 29 4
7 49 -55
8 18 64
8 22 -70
8 41 -43
8 43 60
9 13 97
9 28 40
9 34 54
9 37 -48
10 17 55
10 18 52
10 19 62
10 20 -86
10 23 56
10 26 -26
10 32 72
10 33 11
10 38 -69
10 42 34
10 44 -77
11 14 7
11 21 -36
11 22 -72
11 33 95
11 35 75
11 45 -25
12 24 34
12 37 20
12 44 8
12 45 42
12 50 -3
13 20 -81
13 37 33
13 39 -5
14 15 -16
14 22 99
14 23 2
14 37 85
14 48 58
15 29 -51
16 20 -34
16 28 5
16 45 -74
16 48 -96
17 27 9
17 37 3
18 20 38
18 31 58
19 23 -44
19 37 -33
20 26 -66
20 38 -69
21 31 80
21 33 51
21 48 -77
22 30 -69
22 48 22
22 50 28
23 32 -44
23 36 -17
23 43 35
23 47 -67
24 32 14
24 39 -64
24 40 89
24 42 7
25 31 -93
25 39 -47
25 42 53
25 44 -90
26 50 40
27 33 -79
28 47 -34
29 30 56
29 37 -90
29 46 76
29 50 -66
30 35 -67
31 32 -27
31 41 -88
34 39 15
36 44 -59
36 45 -48
38 45 -18
38 48 -72
39 49 99
40 45 -33
40 47 -14
44 45 -32
46 50 51
47 48 -15
49 50 -69
1 51 124
2 51 26
3 51 161
4 51 111
5 51 -14
6 51 76
7 51 62
8 51 -11
9 51 -143
10 51 -140
11 51 -44
12 51 -31
13 51 -44
14 51 -190
15 51 138
16 51 138
17 51 -67
18 51 -268
19 51 70
20 51 350
21 51 11
22 51 159
23 51 119
24 51 -58
25 51 183
26 51 52
27 51 31
28 51 -11
29 51 71
30 51 201
31 51 70
32 51 58
33 51 -78
34 51 -69
35 51 107
36 51 124
37 51 30
38 51 281
39 51 2
40 51 -42
41 51 131
42 51 -94
43 51 -165
44 51 250
45 51 75
46 51 -127
47 51 43
48 51 180
49 51 25
50 51 89
