# NAME: be1000.9
# COMMENT: Beasley instances from ORLIB. Converted to a MAX-CUT problem.
1001 50500
1 3 -5
1 4 68
1 31 28
1 32 -60
1 42 2
1 56 58
1 67 49
1 72 -97
1 131 -65
1 144 84
1 147 25
1 166 66
1 169 -14
1 170 -8
1 171 12
1 173 94
1 183 62
1 184 -60
1 187 -30
1 202 5
1 217 19
1 221 -31
1 224 -3
1 227 5
1 259 -53
1 269 30
1 271 69
1 299 -11
1 311 61
1 323 78
1 325 67
1 331 61
1 410 -6
1 413 -31
1 427 59
1 432 -67
1 433 82
1 438 -26
1 463 46
1 466 -95
1 468 59
1 477 24
1 481 48
1 491 -56
1 492 84
1 507 -26
1 508 -16
1 516 80
1 517 43
1 531 -6
1 535 25
1 546 -63
1 554 31
1 574 17
1 584 7
1 591 -52
1 627 -92
1 630 2
1 634 -74
1 641 99
1 662 88
1 672 -63
1 680 49
1 690 -100
1 700 49
1 720 -14
1 731 -19
1 735 -7
1 742 62
1 748 3
1 755 98
1 757 62
1 760 -35
1 767 59
1 769 -15
1 770 83
1 783 66
1 802 10
1 806 49
1 836 -98
1 859 39
1 886 55
1 906 -36
1 907 -96
1 920 -90
1 929 79
1 940 -21
1 943 -41
1 947 45
1 953 -36
1 959 -15
1 970 -13
1 997 74
2 3 15
2 15 51
2 35 31
2 39 -16
2 49 28
2 78 -93
2 107 3
2 109 -33
2 125 -43
2 142 -9
2 144 -51
2 149 -52
2 155 56
2 157 -32
2 164 2
2 166 -39
2 178 43
2 186 55
2 192 14
2 195 -66
2 198 -25
2 200 78
2 226 -78
2 234 8
2 236 -94
2 246 77
2 265 16
2 274 62
2 281 -49
2 286 78
2 294 44
2 308 55
2 336 64
2 337 -4
2 346 -63
2 367 -98
2 368 69
2 377 -72
2 391 -62
2 409 11
2 420 4
2 423 -61
2 429 -1
2 433 74
2 442 82
2 457 -36
2 458 25
2 472 4
2 478 48
2 479 -18
2 487 61
2 506 68
2 507 5
2 514 80
2 516 -40
2 518 -11
2 552 -34
2 558 -73
2 560 63
2 561 -5
2 573 -23
2 587 90
2 590 -87
