# NAME: be1000.4
# COMMENT: Beasley instances from ORLIB. Converted to a MAX-CUT problem.
1001 50617
1 18 16
1 26 29
1 32 39
1 34 -55
1 37 -85
1 41 58
1 62 -52
1 71 -64
1 81 60
1 95 70
1 99 50
1 116 4
1 123 -3
1 125 64
1 138 29
1 141 -96
1 158 80
1 169 51
1 171 -61
1 173 67
1 189 16
1 197 -34
1 203 -42
1 207 -1
1 225 20
1 237 58
1 246 2
1 259 -73
1 264 -87
1 290 -14
1 299 36
1 300 56
1 307 -92
1 312 -9
1 342 87
1 349 22
1 350 84
1 363 -7
1 368 29
1 382 -6
1 387 21
1 400 -79
1 408 88
1 410 -51
1 422 44
1 427 -57
1 429 51
1 431 56
1 442 -93
1 447 55
1 451 -68
1 462 -4
1 464 -55
1 466 -61
1 468 78
1 487 -17
1 494 -99
1 499 -42
1 511 33
1 518 13
1 530 52
1 536 -60
1 543 -31
1 545 -17
1 568 93
1 570 65
1 585 68
1 607 -16
1 612 -63
1 618 13
1 630 -43
1 656 74
1 657 -88
1 669 93
1 684 54
1 704 -82
1 710 -12
1 711 -6
1 726 42
1 727 -18
1 728 -86
1 737 68
1 740 48
1 742 -50
1 767 -84
1 772 62
1 779 -85
1 792 -90
1 793 93
1 797 93
1 801 55
1 803 -61
1 807 -69
1 810 -72
1 822 67
1 825 39
1 833 -88
1 839 85
1 840 -33
1 841 83
1 842 -69
1 845 80
1 861 83
1 876 83
1 895 -20
1 906 -22
1 918 88
1 947 -6
1 957 -29
1 975 50
1 993 83
1 1000 68
2 4 -4
2 5 36
2 69 81
2 80 -96
2 92 -99
2 93 66
2 102 -91
2 117 57
2 129 -55
2 141 -24
2 144 -59
2 155 -68
2 159 -15
2 171 -48
2 172 -12
2 174 -20
2 177 11
2 183 -37
2 186 -4
2 195 94
2 231 34
2 260 -10
2 271 15
2 274 59
2 275 -79
2 280 10
2 294 -71
2 302 18
2 312 -58
2 330 57
2 338 -9
2 341 79
2 349 73
2 354 -95
2 355 -67
2 357 -6
2 358 -50
2 373 -8
2 374 -27
2 379 -65
2 394 -98
2 402 39
2 421 48
2 426 18
2 459 -11
2 461 72
2 464 81
2 466 -65
2 467 1
2 486 -92
2 488 5
2 489 61
2 503 -5
2 528 -71
2 533 -59
2 559 -45
2 562 -85
2 585 20
2 589 55
2 591 26
2 593 -4
2 611 43
2 617 25
2 631 -42
2 642 -24
2 648 -37
2 649 -26
2 653 47
2 654 69
2 661 99
2 674 -28
2 675 -91
2 692 -90
2 694 44
2 695 26
2 697 -9
2 704 89
2 705 50
2 710 57
2 731 -60
2 734 -68
2 735 58
2 746 4
2 761 -81
2 771 -39
2 780 7
2 783 -90
2 785 -58
2 788 61
2 794 64
2 801 33
2 812 7
2 818 41
2 827 18
2 830 94
2 847 37
2 857 85
2 868 -95
2 876 -43
2 882 -11
2 891 91
2 904 -51
2 928 -32
2 930 42
2 937 24
2 942 24
2 944 15
2 948 -57
2 954 -1
2 958 -72
2 975 92
2 989 -48
2 993 12
3 18 -11
3 21 -5
3 36 -18
3 51 2
3 69 32
3 90 -8
3 102 -74
3 112 -1
3 113 30
3 116 -81
3 117 71
3 127 35
3 135 17
3 142 -3
3 161 95
3 162 27
3 163 -6
3 169 90
3 170 85
3 176 -92
3 188 -93
3 189 -12
3 208 -64
3 214 47
3 215 -89
3 219 -90
3 229 71
3 230 1
3 236 75
3 275 7
3 280 -69
3 334 5
3 336 -5
3 341 -51
3 344 -23
3 347 66
3 351 -82
3 353 -84
3 394 52
3 397 95
3 399 81
3 422 -75
3 431 11
3 440 45
3 442 -70
3 446 -23
3 456 21
3 460 -49
3 480 26
3 485 4
3 500 -3
3 529 -99
3 549 62
3 586 39
3 588 -14
3 597 43
3 601 -27
3 609 -50
3 613 81
3 617 -24
3 635 -90
3 637 49
3 638 -76
3 645 10
3 661 84
3 671 -97
3 681 -39
3 692 -43
3 714 -81
3 732 -77
3 735 -90
3 741 -14
3 742 53
3 748 20
3 755 67
3 764 92
3 769 42
3 783 -83
3 789 -39
3 791 34
3 833 -18
3 835 80
3 840 -71
3 863 69
3 870 -38
3 871 35
3 879 99
3 888 50
3 932 -1
3 939 17
3 985 49
3 995 41
3 999 28
4 7 -26
4 8 -48
4 10 -63
4 16 14
4 30 -45
4 35 80
4 39 -52
4 46 -49
4 51 -15
4 62 4
4 80 67
4 104 -28
4 124 -9
4 133 61
4 138 77
4 141 69
4 146 -16
4 150 56
4 151 -45
4 155 -40
4 182 -69
4 188 36
4 191 -7
4 193 21
4 194 -37
4 195 63
4 198 -80
4 209 13
4 215 95
4 220 56
4 223 40
4 224 5
4 237 -96
4 245 -11
4 262 -97
4 263 96
4 276 -3
4 306 17
4 329 -17
4 341 -41
4 349 -60
4 359 -3
4 392 41
4 399 -28
4 401 84
4 413 -41
4 414 -28
4 419 18
4 425 -52
4 445 -27
4 477 -9
4 485 29
4 487 -78
4 509 59
4 513 -5
4 520 64
4 540 -56
4 549 77
4 556 89
4 560 -24
4 575 19
4 587 81
4 597 -42
4 601 65
4 605 35
4 607 17
4 615 -84
4 620 65
4 628 -49
4 630 -93
4 638 -87
4 641 -43
4 643 -39
4 647 -44
4 661 48
4 663 1
4 676 -59
4 686 -33
4 692 -4
4 693 -14
4 697 48
4 701 22
4 709 -79
4 711 -12
4 718 -82
4 726 89
4 740 -54
4 767 87
4 769 -19
4 782 20
4 799 6
4 805 -80
4 818 75
4 831 77
4 838 -14
4 840 36
4 841 -98
4 847 37
4 854 -3
4 871 -53
4 874 44
4 879 95
4 883 79
4 889 -99
4 919 83
4 925 -26
4 938 61
4 942 -36
4 991 -17
4 992 99
4 993 -41
4 994 24
5 20 -15
5 25 32
5 44 -98
5 58 2
5 62 48
5 67 -85
5 69 33
5 70 58
5 77 43
5 82 89
5 90 -44
5 101 80
5 103 -82
5 107 -32
5 130 74
5 136 70
5 138 30
5 146 52
5 148 99
5 176 47
5 182 -4
5 185 22
5 194 -58
5 206 -45
5 231 -57
5 232 83
5 245 2
5 252 71
5 273 35
5 278 -94
5 282 79
5 289 -69
5 299 38
5 305 25
5 307 33
5 322 88
5 329 -33
5 341 -41
5 353 58
5 362 95
5 365 -39
5 367 73
5 370 -97
5 393 18
5 412 -75
5 420 14
5 421 26
5 435 -74
5 440 -32
5 449 76
5 458 28
5 473 26
5 475 -72
5 494 -32
5 504 -68
5 521 83
5 543 26
5 549 -32
5 552 -26
5 558 33
5 559 -94
5 564 -67
5 590 -1
5 601 -60
5 615 -78
5 627 67
5 630 41
5 635 24
5 638 34
5 641 28
5 653 3
5 658 -72
5 659 46
5 665 4
5 668 90
5 690 -5
5 692 -37
5 697 -18
5 711 -42
5 712 -45
5 735 -82
5 773 19
5 783 -55
5 790 76
5 817 -59
5 847 -39
5 868 -58
5 888 -27
5 900 -86
5 901 48
5 909 -57
5 911 13
5 915 55
5 918 51
5 919 83
5 930 55
5 937 -81
5 942 47
5 948 81
5 950 -26
5 958 44
5 960 55
5 961 -43
5 966 28
5 972 31
5 978 -39
5 980 -8
5 988 70
5 989 -90
6 7 -47
6 16 98
6 53 37
6 76 -100
6 78 -49
6 84 -9
6 106 40
6 134 -86
6 164 -79
6 175 92
6 182 13
6 193 -65
6 235 -36
6 238 91
6 246 -13
6 260 -26
6 271 24
6 274 -97
6 285 35
6 292 22
6 295 -88
6 307 75
6 309 -72
6 311 72
6 329 63
6 347 -78
6 356 38
6 386 -84
6 390 -86
6 398 -62
6 407 33
6 417 -69
6 424 70
6 437 66
6 444 -22
6 455 -62
6 463 -49
6 477 -33
6 480 -84
6 482 -34
6 486 -4
6 492 97
6 504 -8
6 509 69
6 536 -79
6 573 -15
6 579 -26
6 593 -85
6 599 -4
6 601 -14
6 608 59
6 620 70
6 623 -22
6 643 -11
6 655 -46
6 660 93
6 661 -49
6 663 -63
6 667 66
6 696 -4
6 701 71
6 711 -93
6 715 87
6 719 15
6 749 87
6 753 16
6 754 90
6 761 -1
6 763 48
6 767 6
6 783 -69
6 817 -24
6 818 -4
6 828 -50
6 838 39
6 844 -50
6 848 37
6 850 40
6 855 -10
6 862 -32
6 883 71
6 893 -2
6 903 -32
6 911 6
6 921 -10
6 931 -17
6 955 -31
6 956 23
6 967 89
6 988 53
6 992 93
6 995 -66
6 997 46
7 11 88
7 18 98
7 40 38
7 51 50
7 60 55
7 63 -47
7 65 -10
7 82 30
7 92 52
7 101 1
7 106 32
7 116 16
7 117 27
7 133 40
7 136 -1
7 166 42
7 169 88
7 186 25
7 187 66
7 199 75
7 210 22
7 213 -74
7 222 -23
7 228 5
7 235 60
7 245 -60
7 273 -95
7 274 -84
7 275 16
7 300 -61
7 320 10
7 329 23
7 331 -25
7 336 54
7 342 81
7 354 -51
7 360 -96
7 361 -58
7 362 8
7 408 89
7 410 -39
7 427 -58
7 435 37
7 440 45
7 446 76
7 455 -48
7 461 -17
7 466 -64
7 478 62
7 479 -89
7 480 9
7 495 -15
7 497 -86
7 499 88
7 513 -55
7 517 36
7 529 57
7 539 -37
7 563 29
7 587 36
7 609 -28
7 617 -34
7 619 29
7 621 89
7 630 50
7 632 55
7 638 -1
7 640 47
7 642 17
7 651 -3
7 654 81
7 656 -26
7 677 2
7 685 21
7 714 93
7 738 -41
7 743 68
7 764 -29
7 770 58
7 791 -68
7 795 -76
7 804 36
7 812 17
7 828 42
7 835 42
7 844 -54
7 846 -45
7 848 -73
7 849 29
7 853 -77
7 860 38
7 881 55
7 904 -19
7 937 -20
7 955 -54
7 960 60
7 981 12
7 991 45
8 16 -70
8 18 5
8 21 -49
8 40 58
8 55 75
8 63 -85
8 67 -21
8 76 -64
8 91 -85
8 105 -5
8 118 -50
8 121 -25
8 145 71
8 152 -76
8 162 -41
8 163 52
8 179 -46
8 183 -65
8 190 -58
8 200 98
8 205 -31
8 219 31
8 238 -59
8 251 -45
8 254 18
8 256 81
8 262 92
8 272 -40
8 275 -49
8 310 36
8 327 32
8 339 -46
8 347 74
8 350 85
8 383 -77
8 385 -46
8 395 50
8 398 -4
8 405 67
8 419 69
8 422 82
8 434 -87
8 458 8
8 462 78
8 466 -48
8 468 -60
8 472 96
8 490 -26
8 498 33
8 499 30
8 506 -85
8 510 45
8 522 -67
8 526 7
8 527 42
8 533 80
8 540 65
8 543 66
8 544 61
8 557 -44
8 558 -94
8 570 11
8 572 -60
8 587 -88
8 593 -27
8 595 -42
8 619 17
8 630 -24
8 632 -17
8 642 91
8 655 1
8 665 79
8 669 78
8 670 -18
8 707 64
8 722 21
8 731 37
8 744 63
8 770 -88
8 795 -32
8 800 45
8 806 2
8 809 49
8 813 71
8 825 -54
8 828 -32
8 834 64
8 846 -53
8 849 -12
8 854 69
8 862 60
8 871 8
8 880 -2
8 899 33
8 901 65
8 907 18
8 942 -40
8 968 61
8 972 -82
9 21 -55
9 30 16
9 40 10
9 65 78
9 85 24
9 88 47
9 113 9
9 114 -99
9 115 38
9 119 30
9 125 99
9 127 -26
9 132 2
9 134 72
9 135 66
9 139 36
9 154 89
9 167 -32
9 172 38
9 176 -31
9 188 45
9 192 -78
9 216 -10
9 227 -22
9 242 -99
9 246 -94
9 250 -68
9 257 -47
9 273 -55
9 287 -25
9 300 -79
9 306 68
9 316 -28
9 319 57
9 321 -40
9 331 -70
9 337 19
9 342 -37
9 353 54
9 361 -29
9 374 44
9 378 33
9 394 -84
9 396 -21
9 401 -100
9 414 20
9 435 -47
9 438 -26
9 441 22
9 459 -14
9 463 -48
9 467 16
9 491 85
9 502 -8
9 503 88
9 505 75
9 512 74
9 517 -86
9 527 76
9 528 28
9 547 -79
9 553 27
9 558 63
9 582 6
9 583 23
9 601 50
9 612 -7
9 615 60
9 618 49
9 626 86
9 645 75
9 646 -71
9 665 83
9 674 37
9 675 44
9 690 75
9 722 51
9 725 -92
9 730 16
9 739 5
9 740 -54
9 745 -87
9 749 45
9 762 44
9 763 -33
9 771 94
9 781 80
9 782 82
9 787 84
9 797 15
9 798 -48
9 803 20
9 810 66
9 813 12
9 815 -11
9 818 71
9 827 32
9 833 74
9 834 -73
9 837 -10
9 863 -47
9 887 55
9 891 -45
9 893 -18
9 923 -36
9 929 -7
9 931 90
9 935 -23
9 951 28
9 953 8
9 961 -82
9 968 -42
10 40 13
10 42 -76
10 51 -28
10 62 37
10 63 -40
10 82 -100
10 92 3
10 112 7
10 131 79
10 134 1
10 148 -81
10 166 70
10 182 59
10 194 -52
10 216 1
10 218 6
10 254 -37
10 261 -48
10 273 -10
10 280 56
10 288 14
10 292 54
10 351 -35
10 352 -32
10 358 13
10 362 -42
10 366 -40
10 389 -34
10 408 -9
10 425 -57
10 428 -100
10 451 -38
10 470 71
10 475 -79
10 490 -60
10 511 -16
10 512 18
10 522 -76
10 533 84
10 549 91
10 554 -50
10 560 16
10 597 76
10 624 74
10 642 -8
10 651 -6
10 663 77
10 673 7
10 677 -50
10 679 12
10 682 27
10 690 -83
10 693 77
10 715 85
10 727 -25
10 729 -57
10 747 37
10 764 -48
10 772 60
10 788 75
10 791 91
10 796 -84
10 797 59
10 798 66
10 809 66
10 820 -52
10 842 -33
10 844 -40
10 846 -50
10 862 -6
10 880 7
10 891 57
10 897 12
10 908 2
10 929 5
10 930 72
10 954 -67
10 957 -3
10 974 4
10 976 -62
10 978 50
10 990 70
10 997 -64
11 31 -64
11 32 14
11 46 61
11 59 -73
11 62 57
11 65 -81
11 71 31
11 86 -61
11 92 36
11 122 -26
11 126 53
11 127 -5
11 130 -95
11 151 18
