# NAME: be50.8
# COMMENT: Beasley instances from ORLIB. Converted to a MAX-CUT problem.
51 187
1 11 8
1 14 37
1 29 -93
1 33 -61
1 35 2
1 39 -71
1 47 20
1 49 -88
2 20 -75
2 30 4
2 32 62
2 34 24
2 44 20
3 27 -65
3 30 77
3 41 54
3 43 70
3 44 99
4 12 96
4 22 -12
4 30 64
4 50 -78
5 8 -36
5 46 -87
6 15 -58
6 16 -45
6 17 87
6 24 51
6 28 -39
6 29 -35
6 31 -86
6 46 78
6 50 -74
7 14 -66
7 16 -77
7 17 -47
7 26 -53
7 29 -67
8 11 -6
8 14 -5
8 24 -51
8 31 -76
8 37 42
8 41 -61
8 43 -54
9 16 83
9 20 -33
9 36 -15
9 48 -25
10 31 -59
10 35 -50
11 14 5
11 26 56
11 41 -70
12 13 -93
12 19 -62
12 20 30
12 25 -43
12 36 -54
12 40 -60
12 47 -1
13 22 11
13 38 46
13 42 72
13 50 3
14 18 70
14 30 74
14 48 60
15 17 -13
15 40 94
15 47 7
16 47 72
16 49 37
17 27 24
17 28 -46
17 36 -44
17 38 68
17 42 14
17 45 65
18 41 -28
18 42 -63
19 27 -94
19 35 -7
19 36 28
19 46 45
20 26 -63
20 39 32
20 42 -53
21 23 -89
21 36 -79
21 48 -57
22 28 76
22 32 -84
22 37 52
22 44 48
23 40 20
24 31 -13
24 35 -6
24 39 26
25 39 72
25 40 -66
25 44 -54
25 48 21
26 36 60
26 45 83
27 29 -51
27 40 52
27 42 26
27 50 7
28 31 37
29 37 -16
29 43 31
30 32 34
31 39 -9
31 43 23
31 47 -62
31 48 85
31 50 60
32 37 9
32 40 7
33 36 -44
33 39 80
33 49 -21
33 50 -61
34 36 32
34 40 76
34 47 -47
35 37 28
39 42 -30
40 48 -60
41 42 -87
41 44 -26
43 44 -33
43 49 -89
45 46 -12
46 49 25
48 49 -95
1 51 246
2 51 -35
3 51 -235
4 51 -70
5 51 123
6 51 121
7 51 310
8 51 247
9 51 -38
10 51 68
11 51 7
12 51 187
13 51 -39
14 51 -175
15 51 -30
16 51 -156
17 51 -108
18 51 21
19 51 90
20 51 184
21 51 225
22 51 -91
23 51 69
24 51 -7
25 51 61
26 51 -83
27 51 101
28 51 -28
29 51 231
30 51 -221
31 51 100
32 51 -28
33 51 33
34 51 -85
35 51 33
36 51 116
37 51 -115
38 51 -114
39 51 -100
40 51 -63
41 51 218
42 51 121
43 51 6
44 51 16
45 51 -56
46 51 -49
47 51 11
48 51 71
49 51 231
50 51 143
